Date,INR
1/2/1979,"1,792.90"
1/3/1979,"1,802.20"
1/4/1979,"1,811.70"
1/5/1979,"1,843.60"
1/8/1979,"1,841.30"
1/9/1979,"1,822.50"
1/10/1979,"1,803.50"
1/11/1979,"1,814.60"
1/12/1979,"1,782.60"
1/15/1979,"1,782.00"
1/16/1979,"1,796.50"
1/17/1979,"1,842.10"
1/18/1979,"1,861.70"
1/19/1979,"1,940.80"
1/22/1979,"1,886.90"
1/23/1979,"1,895.40"
1/24/1979,"1,926.10"
1/25/1979,"1,937.80"
1/26/1979,"1,929.30"
1/29/1979,"1,887.00"
1/30/1979,"1,921.60"
1/31/1979,"1,840.80"
2/1/1979,"1,927.10"
2/2/1979,"1,907.40"
2/5/1979,"1,971.90"
2/6/1979,"1,996.80"
2/7/1979,"2,031.00"
2/8/1979,"2,081.00"
2/9/1979,"2,000.90"
2/12/1979,"2,046.40"
2/13/1979,"2,000.60"
2/14/1979,"1,946.70"
2/15/1979,"2,008.30"
2/16/1979,"2,016.70"
2/19/1979,"2,047.40"
2/20/1979,"2,032.40"
2/21/1979,"2,039.20"
2/22/1979,"2,052.70"
2/23/1979,"2,042.00"
2/26/1979,"2,034.50"
2/27/1979,"2,012.70"
2/28/1979,"2,011.70"
3/1/1979,"2,023.90"
3/2/1979,"2,020.50"
3/5/1979,"1,972.10"
3/6/1979,"1,941.20"
3/7/1979,"1,954.00"
3/8/1979,"1,919.80"
3/9/1979,"1,938.10"
3/12/1979,"1,939.70"
3/13/1979,"1,963.40"
3/14/1979,"1,969.90"
3/15/1979,"1,970.10"
3/16/1979,"1,972.90"
3/19/1979,"2,016.90"
3/20/1979,"1,991.60"
3/21/1979,"1,977.70"
3/22/1979,"1,998.00"
3/23/1979,"1,987.50"
3/26/1979,"1,989.90"
3/27/1979,"2,006.20"
3/28/1979,"1,988.90"
3/29/1979,"1,966.00"
3/30/1979,"1,940.20"
4/2/1979,"1,948.10"
4/3/1979,"1,942.60"
4/4/1979,"1,940.80"
4/5/1979,"1,939.50"
4/6/1979,"1,922.70"
4/9/1979,"1,957.60"
4/10/1979,"1,946.30"
4/11/1979,"1,956.20"
4/12/1979,"1,917.60"
4/13/1979,"1,917.60"
4/16/1979,"1,917.60"
4/17/1979,"1,897.50"
4/18/1979,"1,931.50"
4/19/1979,"1,980.30"
4/20/1979,"1,965.60"
4/23/1979,"1,953.90"
4/24/1979,"1,982.10"
4/25/1979,"2,020.70"
4/26/1979,"2,025.10"
4/27/1979,"2,016.60"
4/30/1979,"2,013.10"
5/1/1979,"2,044.70"
5/2/1979,"2,036.10"
5/3/1979,"2,019.60"
5/4/1979,"2,034.50"
5/7/1979,"2,034.50"
5/8/1979,"2,066.00"
5/9/1979,"2,039.60"
5/10/1979,"2,096.60"
5/11/1979,"2,103.30"
5/14/1979,"2,090.00"
5/15/1979,"2,066.60"
5/16/1979,"2,090.70"
5/17/1979,"2,107.20"
5/18/1979,"2,115.50"
5/21/1979,"2,148.90"
5/22/1979,"2,181.40"
5/23/1979,"2,154.50"
5/24/1979,"2,155.40"
5/25/1979,"2,215.70"
5/28/1979,"2,215.70"
5/29/1979,"2,260.00"
5/30/1979,"2,228.60"
5/31/1979,"2,253.40"
6/1/1979,"2,244.70"
6/4/1979,"2,215.50"
6/5/1979,"2,231.00"
6/6/1979,"2,277.70"
6/7/1979,"2,275.70"
6/8/1979,"2,263.00"
6/11/1979,"2,297.90"
6/12/1979,"2,244.20"
6/13/1979,"2,208.50"
6/14/1979,"2,238.80"
6/15/1979,"2,257.80"
6/18/1979,"2,263.10"
6/19/1979,"2,238.90"
6/20/1979,"2,240.90"
6/21/1979,"2,232.80"
6/22/1979,"2,274.30"
6/25/1979,"2,275.70"
6/26/1979,"2,263.20"
6/27/1979,"2,251.80"
6/28/1979,"2,240.70"
6/29/1979,"2,190.60"
7/2/1979,"2,252.70"
7/3/1979,"2,210.00"
7/4/1979,"2,199.30"
7/5/1979,"2,221.20"
7/6/1979,"2,258.00"
7/9/1979,"2,328.70"
7/10/1979,"2,307.20"
7/11/1979,"2,300.80"
7/12/1979,"2,306.80"
7/13/1979,"2,288.60"
7/16/1979,"2,297.40"
7/17/1979,"2,307.70"
7/18/1979,"2,358.60"
7/19/1979,"2,344.40"
7/20/1979,"2,353.50"
7/23/1979,"2,365.20"
7/24/1979,"2,362.50"
7/25/1979,"2,339.00"
7/26/1979,"2,331.00"
7/27/1979,"2,367.30"
7/30/1979,"2,359.40"
7/31/1979,"2,354.10"
8/1/1979,"2,297.70"
8/2/1979,"2,315.20"
8/3/1979,"2,278.10"
8/6/1979,"2,298.30"
8/7/1979,"2,282.60"
8/8/1979,"2,322.30"
8/9/1979,"2,346.50"
8/10/1979,"2,416.10"
8/13/1979,"2,437.20"
8/14/1979,"2,352.60"
8/15/1979,"2,409.80"
8/16/1979,"2,391.40"
8/17/1979,"2,413.50"
8/20/1979,"2,412.20"
8/21/1979,"2,421.60"
8/22/1979,"2,516.30"
8/23/1979,"2,494.20"
8/24/1979,"2,524.90"
8/27/1979,"2,524.90"
8/28/1979,"2,519.10"
8/29/1979,"2,497.10"
8/30/1979,"2,542.20"
8/31/1979,"2,527.70"
9/3/1979,"2,545.30"
9/4/1979,"2,594.10"
9/5/1979,"2,629.20"
9/6/1979,"2,717.50"
9/7/1979,"2,637.20"
9/10/1979,"2,684.60"
9/11/1979,"2,708.40"
9/12/1979,"2,718.20"
9/13/1979,"2,722.70"
9/14/1979,"2,801.70"
9/17/1979,"2,875.40"
9/18/1979,"3,040.20"
9/19/1979,"3,090.10"
9/20/1979,"3,063.00"
9/21/1979,"3,040.70"
9/24/1979,"3,090.10"
9/25/1979,"3,072.20"
9/26/1979,"2,988.20"
9/27/1979,"3,091.60"
9/28/1979,"3,190.30"
10/1/1979,"3,220.00"
10/2/1979,"3,530.10"
10/3/1979,"3,392.30"
10/4/1979,"3,191.90"
10/5/1979,"2,981.60"
10/8/1979,"3,097.70"
10/9/1979,"3,082.00"
10/10/1979,"3,322.80"
10/11/1979,"3,256.40"
10/12/1979,"3,162.80"
10/15/1979,"3,288.70"
10/16/1979,"3,262.30"
10/17/1979,"3,174.30"
10/18/1979,"3,127.20"
10/19/1979,"3,178.30"
10/22/1979,"3,265.90"
10/23/1979,"3,229.50"
10/24/1979,"3,210.30"
10/25/1979,"3,225.40"
10/26/1979,"3,104.40"
10/29/1979,"3,110.70"
10/30/1979,"3,134.00"
10/31/1979,"3,142.60"
11/1/1979,"3,148.70"
11/2/1979,"3,101.90"
11/5/1979,"3,136.90"
11/6/1979,"3,191.60"
11/7/1979,"3,220.30"
11/8/1979,"3,251.30"
11/9/1979,"3,220.10"
11/12/1979,"3,216.60"
11/13/1979,"3,180.10"
11/14/1979,"3,147.90"
11/15/1979,"3,100.90"
11/16/1979,"3,072.20"
11/19/1979,"3,136.80"
11/20/1979,"3,150.60"
11/21/1979,"3,204.90"
11/22/1979,"3,189.70"
11/23/1979,"3,167.60"
11/26/1979,"3,172.00"
11/27/1979,"3,178.70"
11/28/1979,"3,250.60"
11/29/1979,"3,286.50"
11/30/1979,"3,310.30"
12/3/1979,"3,392.30"
12/4/1979,"3,520.00"
12/5/1979,"3,473.00"
12/6/1979,"3,513.10"
12/7/1979,"3,512.50"
12/10/1979,"3,521.20"
12/11/1979,"3,583.40"
12/12/1979,"3,648.80"
12/13/1979,"3,701.60"
12/14/1979,"3,714.00"
12/17/1979,"3,739.70"
12/18/1979,"3,832.30"
12/19/1979,"3,988.00"
12/20/1979,"3,863.10"
12/21/1979,"3,839.10"
12/24/1979,"3,831.70"
12/25/1979,"3,831.70"
12/26/1979,"3,831.70"
12/27/1979,"4,033.70"
12/28/1979,"4,106.50"
12/31/1979,"4,189.60"
1/1/1980,"4,189.60"
1/2/1980,"4,438.90"
1/3/1980,"5,023.00"
1/4/1980,"4,742.20"
1/7/1980,"4,985.10"
1/8/1980,"4,852.80"
1/9/1980,"4,746.40"
1/10/1980,"4,832.60"
1/11/1980,"4,851.20"
1/14/1980,"5,113.90"
1/15/1980,"5,385.80"
1/16/1980,"6,066.60"
1/17/1980,"5,751.90"
1/18/1980,"6,496.20"
1/21/1980,"6,710.00"
1/22/1980,"6,074.50"
1/23/1980,"5,166.90"
1/24/1980,"5,661.00"
1/25/1980,"5,533.20"
1/28/1980,"5,066.10"
1/29/1980,"5,432.20"
1/30/1980,"5,616.60"
1/31/1980,"5,329.60"
2/1/1980,"5,385.30"
2/4/1980,"5,330.70"
2/5/1980,"5,243.80"
2/6/1980,"5,467.30"
2/7/1980,"5,560.20"
2/8/1980,"5,443.80"
2/11/1980,"5,636.60"
2/12/1980,"5,567.60"
2/13/1980,"5,475.30"
2/14/1980,"5,405.70"
2/15/1980,"5,352.20"
2/18/1980,"5,260.20"
2/19/1980,"5,292.90"
2/20/1980,"4,980.60"
2/21/1980,"5,138.40"
2/22/1980,"5,138.10"
2/25/1980,"4,992.90"
2/26/1980,"5,092.10"
2/27/1980,"5,022.30"
2/28/1980,"5,097.40"
2/29/1980,"5,138.10"
3/3/1980,"5,159.60"
3/4/1980,"5,137.20"
3/5/1980,"5,200.40"
3/6/1980,"5,144.00"
3/7/1980,"4,893.20"
3/10/1980,"4,909.20"
3/11/1980,"4,616.10"
3/12/1980,"4,709.70"
3/13/1980,"4,667.50"
3/14/1980,"4,093.90"
3/17/1980,"3,933.40"
3/18/1980,"3,844.20"
3/19/1980,"4,181.70"
3/20/1980,"4,553.70"
3/21/1980,"4,367.80"
3/24/1980,"4,441.00"
3/25/1980,"4,474.40"
3/26/1980,"4,272.90"
3/27/1980,"3,975.00"
3/28/1980,"4,010.50"
3/31/1980,"4,155.40"
4/1/1980,"4,239.40"
4/2/1980,"4,064.90"
4/3/1980,"4,037.10"
4/4/1980,"4,037.10"
4/7/1980,"4,037.10"
4/8/1980,"4,211.70"
4/9/1980,"4,425.40"
4/10/1980,"4,354.70"
4/11/1980,"4,296.40"
4/14/1980,"4,289.70"
4/15/1980,"4,016.30"
4/16/1980,"4,108.50"
4/17/1980,"4,118.00"
4/18/1980,"4,127.00"
4/21/1980,"4,095.70"
4/22/1980,"3,964.20"
4/23/1980,"4,010.00"
4/24/1980,"4,089.50"
4/25/1980,"4,369.90"
4/28/1980,"4,230.50"
4/29/1980,"4,084.80"
4/30/1980,"4,155.20"
5/1/1980,"4,060.10"
5/2/1980,"4,065.50"
5/5/1980,"4,065.50"
5/6/1980,"4,089.60"
5/7/1980,"4,035.00"
5/8/1980,"4,060.30"
5/9/1980,"4,062.00"
5/12/1980,"4,027.60"
5/13/1980,"4,041.10"
5/14/1980,"4,089.70"
5/15/1980,"4,061.30"
5/16/1980,"4,089.80"
5/19/1980,"4,071.60"
5/20/1980,"4,029.40"
5/21/1980,"3,987.80"
5/22/1980,"4,115.70"
5/23/1980,"3,968.60"
5/26/1980,"3,968.60"
5/27/1980,"3,915.40"
5/28/1980,"4,075.70"
5/29/1980,"4,068.40"
5/30/1980,"4,152.30"
6/2/1980,"4,419.70"
6/3/1980,"4,407.80"
6/4/1980,"4,478.80"
6/5/1980,"4,573.10"
6/6/1980,"4,606.80"
6/9/1980,"4,897.80"
6/10/1980,"4,756.90"
6/11/1980,"4,676.60"
6/12/1980,"4,617.20"
6/13/1980,"4,768.50"
6/16/1980,"4,690.60"
6/17/1980,"4,646.30"
6/18/1980,"4,732.00"
6/19/1980,"4,691.70"
6/20/1980,"4,742.90"
6/23/1980,"4,662.10"
6/24/1980,"4,710.50"
6/25/1980,"4,889.60"
6/26/1980,"4,877.30"
6/27/1980,"4,937.00"
6/30/1980,"5,150.40"
7/1/1980,"5,102.20"
7/2/1980,"5,235.00"
7/3/1980,"5,198.70"
7/4/1980,"5,193.60"
7/7/1980,"5,107.70"
7/8/1980,"5,353.60"
7/9/1980,"5,271.50"
7/10/1980,"5,165.90"
7/11/1980,"5,147.90"
7/14/1980,"5,031.40"
7/15/1980,"4,828.30"
7/16/1980,"4,856.60"
7/17/1980,"4,883.40"
7/18/1980,"4,742.00"
7/21/1980,"4,803.90"
7/22/1980,"4,726.80"
7/23/1980,"4,891.80"
7/24/1980,"4,894.40"
7/25/1980,"5,038.60"
7/28/1980,"4,958.80"
7/29/1980,"5,038.00"
7/30/1980,"5,002.80"
7/31/1980,"4,813.20"
8/1/1980,"5,014.00"
8/4/1980,"4,846.40"
8/5/1980,"4,892.40"
8/6/1980,"4,851.20"
8/7/1980,"4,913.80"
8/8/1980,"4,902.90"
8/11/1980,"4,769.40"
8/12/1980,"4,762.30"
8/13/1980,"4,776.40"
8/14/1980,"4,830.50"
8/15/1980,"4,845.60"
8/18/1980,"4,719.30"
8/19/1980,"4,847.10"
8/20/1980,"4,846.30"
8/21/1980,"4,981.60"
8/22/1980,"4,966.80"
8/25/1980,"4,966.80"
8/26/1980,"4,871.60"
8/27/1980,"4,884.00"
8/28/1980,"4,915.70"
8/29/1980,"4,903.60"
9/1/1980,"4,823.30"
9/2/1980,"4,860.00"
9/3/1980,"4,905.70"
9/4/1980,"4,905.30"
9/5/1980,"5,000.60"
9/8/1980,"5,073.20"
9/9/1980,"5,233.50"
9/10/1980,"5,306.30"
9/11/1980,"5,212.20"
9/12/1980,"5,343.70"
9/15/1980,"5,196.00"
9/16/1980,"5,192.00"
9/17/1980,"5,239.70"
9/18/1980,"5,228.50"
9/19/1980,"5,231.30"
9/22/1980,"5,375.10"
9/23/1980,"5,587.30"
9/24/1980,"5,513.10"
9/25/1980,"5,467.40"
9/26/1980,"5,413.60"
9/29/1980,"5,326.00"
9/30/1980,"5,211.30"
10/1/1980,"5,267.80"
10/2/1980,"5,249.40"
10/3/1980,"5,202.80"
10/6/1980,"5,185.50"
10/7/1980,"5,265.50"
10/8/1980,"5,223.50"
10/9/1980,"5,274.00"
10/10/1980,"5,276.00"
10/13/1980,"5,255.00"
10/14/1980,"5,211.20"
10/15/1980,"5,230.40"
10/16/1980,"5,188.00"
10/17/1980,"5,145.20"
10/20/1980,"5,075.80"
10/21/1980,"5,027.00"
10/22/1980,"5,079.10"
10/23/1980,"4,986.70"
10/24/1980,"4,856.20"
10/27/1980,"4,893.90"
10/28/1980,"4,869.00"
10/29/1980,"4,954.30"
10/30/1980,"4,955.70"
10/31/1980,"4,911.20"
11/3/1980,"4,864.70"
11/4/1980,"4,977.50"
11/5/1980,"5,045.70"
11/6/1980,"4,903.30"
11/7/1980,"4,644.90"
11/10/1980,"4,787.00"
11/11/1980,"4,656.60"
11/12/1980,"4,723.70"
11/13/1980,"4,737.40"
11/14/1980,"4,764.90"
11/17/1980,"4,712.40"
11/18/1980,"4,615.70"
11/19/1980,"4,912.30"
11/20/1980,"4,930.20"
11/21/1980,"5,008.60"
11/24/1980,"4,993.70"
11/25/1980,"4,795.60"
11/26/1980,"4,882.60"
11/27/1980,"4,844.80"
11/28/1980,"4,871.90"
12/1/1980,"4,990.40"
12/2/1980,"4,945.50"
12/3/1980,"4,945.20"
12/4/1980,"4,988.30"
12/5/1980,"4,893.60"
12/8/1980,"4,846.90"
12/9/1980,"4,841.10"
12/10/1980,"4,691.80"
12/11/1980,"4,572.90"
12/12/1980,"4,366.00"
12/15/1980,"4,588.70"
12/16/1980,"4,444.60"
12/17/1980,"4,530.20"
12/18/1980,"4,575.90"
12/19/1980,"4,423.60"
12/22/1980,"4,692.40"
12/23/1980,"4,742.90"
12/24/1980,"4,739.70"
12/25/1980,"4,739.70"
12/26/1980,"4,739.70"
12/29/1980,"4,759.60"
12/30/1980,"4,609.40"
12/31/1980,"4,620.30"
1/1/1981,"4,620.30"
1/2/1981,"4,648.50"
1/5/1981,"4,604.70"
1/6/1981,"4,705.60"
1/7/1981,"4,647.00"
1/8/1981,"4,540.30"
1/9/1981,"4,603.10"
1/12/1981,"4,471.70"
1/13/1981,"4,507.20"
1/14/1981,"4,461.90"
1/15/1981,"4,494.80"
1/16/1981,"4,474.70"
1/19/1981,"4,421.80"
1/20/1981,"4,444.70"
1/21/1981,"4,561.20"
1/22/1981,"4,532.80"
1/23/1981,"4,401.80"
1/26/1981,"4,197.30"
1/27/1981,"4,154.40"
1/28/1981,"4,187.00"
1/29/1981,"4,063.90"
1/30/1981,"4,123.20"
2/2/1981,"4,025.00"
2/3/1981,"4,034.70"
2/4/1981,"4,071.80"
2/5/1981,"4,040.90"
2/6/1981,"4,112.00"
2/9/1981,"4,180.70"
2/10/1981,"4,217.50"
2/11/1981,"4,111.00"
2/12/1981,"4,056.80"
2/13/1981,"4,018.10"
2/16/1981,"4,006.90"
2/17/1981,"4,096.50"
2/18/1981,"4,120.70"
2/19/1981,"4,118.80"
2/20/1981,"4,219.90"
2/23/1981,"4,218.00"
2/24/1981,"4,167.70"
2/25/1981,"4,204.20"
2/26/1981,"4,100.70"
2/27/1981,"4,082.90"
3/2/1981,"3,895.20"
3/3/1981,"3,807.80"
3/4/1981,"3,919.40"
3/5/1981,"3,756.30"
3/6/1981,"3,814.70"
3/9/1981,"3,847.20"
3/10/1981,"3,938.60"
3/11/1981,"3,885.50"
3/12/1981,"3,895.70"
3/13/1981,"4,043.20"
3/16/1981,"4,041.80"
3/17/1981,"4,077.70"
3/18/1981,"4,166.10"
3/19/1981,"4,060.00"
3/20/1981,"4,209.50"
3/23/1981,"4,381.80"
3/24/1981,"4,355.70"
3/25/1981,"4,391.70"
3/26/1981,"4,424.80"
3/27/1981,"4,544.00"
3/30/1981,"4,350.30"
3/31/1981,"4,240.50"
4/1/1981,"4,269.60"
4/2/1981,"4,291.30"
4/3/1981,"4,351.30"
4/6/1981,"4,433.20"
4/7/1981,"4,330.70"
4/8/1981,"4,168.00"
4/9/1981,"4,214.20"
4/10/1981,"4,061.80"
4/13/1981,"3,910.30"
4/14/1981,"3,993.10"
4/15/1981,"4,009.40"
4/16/1981,"3,967.80"
4/17/1981,"3,967.80"
4/20/1981,"3,967.80"
4/21/1981,"3,986.40"
4/22/1981,"4,061.60"
4/23/1981,"4,029.50"
4/24/1981,"4,063.70"
4/27/1981,"4,019.80"
4/28/1981,"4,020.40"
4/29/1981,"3,975.70"
4/30/1981,"3,998.50"
5/1/1981,"3,997.00"
5/4/1981,"3,997.00"
5/5/1981,"3,964.90"
5/6/1981,"4,010.70"
5/7/1981,"4,003.70"
5/8/1981,"3,999.90"
5/11/1981,"4,166.30"
5/12/1981,"4,077.60"
5/13/1981,"4,106.40"
5/14/1981,"4,061.20"
5/15/1981,"4,078.90"
5/18/1981,"4,023.80"
5/19/1981,"4,091.20"
5/20/1981,"4,035.00"
5/21/1981,"4,079.90"
5/22/1981,"3,956.30"
5/25/1981,"3,956.30"
5/26/1981,"3,976.50"
5/27/1981,"3,980.60"
5/28/1981,"3,990.80"
5/29/1981,"4,046.50"
6/1/1981,"4,080.20"
6/2/1981,"4,063.60"
6/3/1981,"4,103.80"
6/4/1981,"4,083.70"
6/5/1981,"4,023.00"
6/8/1981,"3,972.00"
6/9/1981,"4,030.40"
6/10/1981,"3,978.90"
6/11/1981,"4,014.30"
6/12/1981,"4,020.00"
6/15/1981,"3,986.10"
6/16/1981,"3,974.80"
6/17/1981,"3,930.40"
6/18/1981,"3,946.40"
6/19/1981,"3,922.60"
6/22/1981,"3,930.20"
6/23/1981,"3,962.80"
6/24/1981,"3,983.50"
6/25/1981,"3,963.90"
6/26/1981,"3,847.10"
6/29/1981,"3,779.50"
6/30/1981,"3,703.80"
7/1/1981,"3,723.10"
7/2/1981,"3,621.00"
7/3/1981,"3,641.40"
7/6/1981,"3,513.80"
7/7/1981,"3,550.70"
7/8/1981,"3,553.00"
7/9/1981,"3,610.10"
7/10/1981,"3,666.80"
7/13/1981,"3,695.40"
7/14/1981,"3,596.10"
7/15/1981,"3,590.90"
7/16/1981,"3,697.90"
7/17/1981,"3,651.80"
7/20/1981,"3,684.30"
7/21/1981,"3,666.30"
7/22/1981,"3,635.40"
7/23/1981,"3,687.20"
7/24/1981,"3,628.50"
7/27/1981,"3,655.50"
7/28/1981,"3,585.40"
7/29/1981,"3,598.00"
7/30/1981,"3,596.80"
7/31/1981,"3,655.10"
8/3/1981,"3,581.70"
8/4/1981,"3,597.00"
8/5/1981,"3,563.70"
8/6/1981,"3,607.40"
8/7/1981,"3,651.10"
8/10/1981,"3,608.90"
8/11/1981,"3,641.00"
8/12/1981,"3,671.50"
8/13/1981,"3,688.90"
8/14/1981,"3,716.00"
8/17/1981,"3,669.20"
8/18/1981,"3,799.40"
8/19/1981,"3,891.90"
8/20/1981,"3,832.00"
8/21/1981,"3,784.80"
8/24/1981,"3,838.10"
8/25/1981,"3,714.80"
8/26/1981,"3,694.90"
8/27/1981,"3,728.40"
8/28/1981,"3,820.10"
8/31/1981,"3,820.10"
9/1/1981,"3,818.30"
9/2/1981,"3,883.80"
9/3/1981,"3,915.00"
9/4/1981,"3,961.00"
9/7/1981,"3,984.80"
9/8/1981,"3,995.00"
9/9/1981,"4,015.10"
9/10/1981,"4,037.60"
9/11/1981,"4,134.70"
9/14/1981,"4,189.60"
9/15/1981,"4,055.60"
9/16/1981,"4,036.70"
9/17/1981,"4,154.30"
9/18/1981,"4,050.50"
9/21/1981,"4,141.20"
9/22/1981,"4,200.70"
9/23/1981,"4,219.70"
9/24/1981,"4,158.80"
9/25/1981,"4,173.50"
9/28/1981,"3,907.20"
9/29/1981,"3,956.50"
9/30/1981,"3,870.40"
10/1/1981,"3,940.60"
10/2/1981,"3,946.20"
10/5/1981,"3,978.20"
10/6/1981,"3,977.70"
10/7/1981,"4,015.10"
10/8/1981,"3,948.10"
10/9/1981,"4,101.20"
10/12/1981,"4,125.20"
10/13/1981,"4,073.00"
10/14/1981,"4,061.90"
10/15/1981,"4,093.50"
10/16/1981,"4,031.50"
10/19/1981,"4,033.60"
10/20/1981,"4,064.60"
10/21/1981,"4,026.20"
10/22/1981,"4,012.60"
10/23/1981,"3,993.70"
10/26/1981,"3,983.60"
10/27/1981,"3,923.50"
10/28/1981,"3,928.40"
10/29/1981,"3,834.60"
10/30/1981,"3,876.40"
11/2/1981,"3,923.40"
11/3/1981,"3,909.70"
11/4/1981,"3,939.90"
11/5/1981,"3,933.30"
11/6/1981,"3,925.00"
11/9/1981,"3,908.10"
11/10/1981,"3,896.80"
11/11/1981,"3,757.70"
11/12/1981,"3,721.50"
11/13/1981,"3,754.00"
11/16/1981,"3,707.60"
11/17/1981,"3,621.40"
11/18/1981,"3,630.20"
11/19/1981,"3,648.40"
11/20/1981,"3,669.20"
11/23/1981,"3,613.80"
11/24/1981,"3,604.80"
11/25/1981,"3,695.10"
11/26/1981,"3,717.40"
11/27/1981,"3,710.00"
11/30/1981,"3,815.00"
12/1/1981,"3,727.00"
12/2/1981,"3,698.30"
12/3/1981,"3,842.70"
12/4/1981,"3,870.00"
12/7/1981,"3,831.50"
12/8/1981,"3,835.30"
12/9/1981,"3,721.00"
12/10/1981,"3,748.00"
12/11/1981,"3,890.80"
12/14/1981,"3,828.30"
12/15/1981,"3,736.90"
12/16/1981,"3,776.30"
12/17/1981,"3,776.80"
12/18/1981,"3,765.50"
12/21/1981,"3,812.10"
12/22/1981,"3,692.40"
12/23/1981,"3,667.80"
12/24/1981,"3,678.80"
12/25/1981,"3,678.80"
12/28/1981,"3,678.80"
12/29/1981,"3,612.40"
12/30/1981,"3,598.50"
12/31/1981,"3,625.10"
1/1/1982,"3,625.10"
1/4/1982,"3,620.30"
1/5/1982,"3,656.50"
1/6/1982,"3,656.00"
1/7/1982,"3,610.70"
1/8/1982,"3,629.50"
1/11/1982,"3,615.60"
1/12/1982,"3,573.60"
1/13/1982,"3,559.70"
1/14/1982,"3,391.10"
1/15/1982,"3,439.10"
1/18/1982,"3,343.60"
1/19/1982,"3,426.00"
1/20/1982,"3,394.80"
1/21/1982,"3,433.20"
1/22/1982,"3,458.90"
1/25/1982,"3,422.20"
1/26/1982,"3,395.90"
1/27/1982,"3,492.20"
1/28/1982,"3,474.70"
1/29/1982,"3,546.00"
2/1/1982,"3,501.80"
2/2/1982,"3,433.30"
2/3/1982,"3,465.60"
2/4/1982,"3,492.00"
2/5/1982,"3,544.70"
2/8/1982,"3,482.00"
2/9/1982,"3,466.40"
2/10/1982,"3,498.20"
2/11/1982,"3,476.50"
2/12/1982,"3,485.30"
2/15/1982,"3,451.50"
2/16/1982,"3,469.70"
2/17/1982,"3,473.30"
2/18/1982,"3,379.90"
2/19/1982,"3,396.50"
2/22/1982,"3,324.20"
2/23/1982,"3,339.00"
2/24/1982,"3,359.30"
2/25/1982,"3,396.10"
2/26/1982,"3,373.90"
3/1/1982,"3,322.10"
3/2/1982,"3,366.00"
3/3/1982,"3,295.00"
3/4/1982,"3,198.40"
3/5/1982,"3,129.20"
3/8/1982,"3,116.00"
3/9/1982,"3,019.80"
3/10/1982,"3,079.80"
3/11/1982,"3,091.90"
3/12/1982,"2,994.40"
3/15/1982,"2,915.70"
3/16/1982,"2,983.10"
3/17/1982,"2,908.10"
3/18/1982,"2,986.10"
3/19/1982,"2,945.80"
3/22/1982,"2,952.40"
3/23/1982,"3,036.20"
3/24/1982,"3,092.00"
3/25/1982,"3,054.00"
3/26/1982,"3,003.80"
3/29/1982,"2,976.00"
3/30/1982,"3,034.00"
3/31/1982,"2,987.60"
4/1/1982,"3,036.70"
4/2/1982,"3,047.80"
4/5/1982,"3,154.80"
4/6/1982,"3,268.10"
4/7/1982,"3,324.20"
4/8/1982,"3,278.40"
4/9/1982,"3,278.40"
4/12/1982,"3,278.40"
4/13/1982,"3,293.90"
4/14/1982,"3,436.50"
4/15/1982,"3,394.90"
4/16/1982,"3,408.10"
4/19/1982,"3,334.70"
4/20/1982,"3,244.60"
4/21/1982,"3,239.20"
4/22/1982,"3,229.50"
4/23/1982,"3,248.30"
4/26/1982,"3,347.80"
4/27/1982,"3,278.40"
4/28/1982,"3,333.40"
4/29/1982,"3,262.00"
4/30/1982,"3,322.10"
5/3/1982,"3,320.50"
5/4/1982,"3,197.40"
5/5/1982,"3,159.10"
5/6/1982,"3,089.40"
5/7/1982,"3,100.50"
5/10/1982,"3,024.80"
5/11/1982,"3,025.80"
5/12/1982,"3,064.20"
5/13/1982,"3,066.70"
5/14/1982,"3,075.40"
5/17/1982,"3,131.00"
5/18/1982,"3,164.20"
5/19/1982,"3,212.80"
5/20/1982,"3,213.20"
5/21/1982,"3,193.70"
5/24/1982,"3,090.80"
5/25/1982,"3,035.50"
5/26/1982,"3,088.70"
5/27/1982,"3,027.10"
5/28/1982,"3,072.30"
5/31/1982,"3,072.30"
6/1/1982,"2,994.30"
6/2/1982,"2,948.10"
6/3/1982,"2,996.50"
6/4/1982,"2,968.00"
6/7/1982,"3,012.80"
6/8/1982,"3,105.20"
6/9/1982,"2,994.50"
6/10/1982,"3,099.00"
6/11/1982,"3,057.70"
6/14/1982,"3,053.40"
6/15/1982,"2,980.40"
6/16/1982,"2,999.40"
6/17/1982,"2,984.40"
6/18/1982,"2,931.60"
6/21/1982,"2,830.70"
6/22/1982,"2,857.60"
6/23/1982,"2,858.80"
6/24/1982,"2,943.00"
6/25/1982,"2,900.90"
6/28/1982,"2,890.30"
6/29/1982,"2,961.20"
6/30/1982,"2,971.90"
7/1/1982,"2,968.80"
7/2/1982,"2,995.30"
7/5/1982,"3,034.00"
7/6/1982,"3,010.80"
7/7/1982,"2,944.50"
7/8/1982,"2,995.30"
7/9/1982,"3,078.80"
7/12/1982,"3,215.30"
7/13/1982,"3,252.90"
7/14/1982,"3,387.90"
7/15/1982,"3,337.60"
7/16/1982,"3,311.80"
7/19/1982,"3,343.90"
7/20/1982,"3,279.60"
7/21/1982,"3,417.80"
7/22/1982,"3,405.90"
7/23/1982,"3,427.70"
7/26/1982,"3,377.90"
7/27/1982,"3,344.10"
7/28/1982,"3,306.50"
