Date,INR,Dollar conversion
11/27/1997,11415.80,38.55
11/28/1997,11452.00,38.80
12/1/1997,11559.10,39.30
12/2/1997,11587.10,39.38
12/3/1997,11506.10,39.30
12/4/1997,11263.70,38.90
12/5/1997,11169.80,38.85
12/8/1997,11190.90,38.93
12/9/1997,11035.40,38.98
12/10/1997,11165.70,38.95
12/11/1997,11242.50,39.45
12/12/1997,11192.70,39.45
12/15/1997,11239.10,39.65
12/16/1997,11238.70,39.55
12/17/1997,11339.80,39.40
12/18/1997,11378.20,39.28
12/19/1997,11322.00,39.20
12/22/1997,11372.60,39.25
12/23/1997,11444.10,39.20
12/24/1997,11460.50,39.15
12/25/1997,11460.50,39.15
12/26/1997,11450.60,39.20
12/29/1997,11490.50,39.20
12/30/1997,11404.90,39.25
12/31/1997,11378.70,39.20
1/1/1998,11378.70,39.20
1/2/1998,11321.30,39.30
1/5/1998,11206.80,39.40
1/6/1998,11157.90,39.48
1/7/1998,11147.10,39.65
1/8/1998,11166.00,39.65
1/9/1998,11061.60,39.75
1/12/1998,11090.50,39.90
1/13/1998,11147.90,39.85
1/14/1998,11348.00,40.20
1/15/1998,11377.70,40.65
1/16/1998,11556.50,39.80
1/19/1998,11197.00,39.05
1/20/1998,11250.50,39.00
1/21/1998,11276.30,38.75
1/22/1998,11384.70,38.70
1/23/1998,11250.10,38.63
1/26/1998,11671.00,38.60
1/27/1998,11358.20,38.25
1/28/1998,11626.50,38.95
1/29/1998,11714.30,38.55
1/30/1998,11834.30,38.65
2/2/1998,11722.30,38.95
2/3/1998,11559.60,38.75
2/4/1998,11539.90,38.70
2/5/1998,11572.80,38.70
2/6/1998,11560.20,38.65
2/9/1998,11645.20,38.70
2/10/1998,11620.60,38.68
2/11/1998,11557.50,38.70
2/12/1998,11617.20,38.75
2/13/1998,11598.80,38.70
2/16/1998,11588.10,38.85
2/17/1998,11636.00,38.85
2/18/1998,11577.20,38.80
2/19/1998,11584.80,38.86
2/20/1998,11551.30,38.85
2/23/1998,11475.30,39.20
2/24/1998,11433.10,39.25
2/25/1998,11463.50,39.25
2/26/1998,11510.50,39.27
2/27/1998,11702.70,39.35
3/2/1998,11784.80,39.50
3/3/1998,11724.10,39.48
3/4/1998,11717.20,39.45
3/5/1998,11606.30,39.50
3/6/1998,11661.80,39.50
3/9/1998,11606.30,39.50
3/10/1998,11631.70,39.50
3/11/1998,11614.00,39.45
3/12/1998,11607.10,39.47
3/13/1998,11634.60,39.45
3/16/1998,11628.30,39.45
3/17/1998,11616.80,39.55
3/18/1998,11481.00,39.53
3/19/1998,11523.40,39.55
3/20/1998,11554.60,39.48
3/23/1998,11584.50,39.50
3/24/1998,11869.30,39.50
3/25/1998,11821.90,39.50
3/26/1998,11837.60,39.50
3/27/1998,11927.80,39.50
3/30/1998,11923.50,39.50
3/31/1998,11884.20,39.51
4/1/1998,11886.50,39.50
4/2/1998,11865.60,39.50
4/3/1998,12085.50,39.51
4/6/1998,12284.20,39.55
4/7/1998,12244.30,39.75
4/8/1998,12222.30,39.63
4/9/1998,12176.80,39.60
4/10/1998,12176.80,39.65
4/13/1998,12186.80,39.60
4/14/1998,12260.10,39.55
4/15/1998,12197.40,39.71
4/16/1998,12162.80,39.71
4/17/1998,12240.10,39.68
4/20/1998,12193.50,39.65
4/21/1998,12205.00,39.69
4/22/1998,12419.70,39.68
4/23/1998,12420.90,39.68
4/24/1998,12430.50,39.65
4/27/1998,12308.60,39.73
4/28/1998,12259.30,39.74
4/29/1998,12251.40,39.75
4/30/1998,12339.50,39.72
5/1/1998,12191.60,39.75
5/4/1998,12194.70,39.73
5/5/1998,12081.40,39.77
5/6/1998,11972.30,39.78
5/7/1998,11856.90,39.78
5/8/1998,11949.90,39.78
5/11/1998,11885.80,39.76
5/12/1998,11904.40,39.79
5/13/1998,11898.20,39.80
5/14/1998,12003.00,40.55
5/15/1998,12203.00,40.62
5/18/1998,12169.60,40.54
5/19/1998,12140.80,40.51
5/20/1998,12141.30,40.54
5/21/1998,12190.10,40.55
5/22/1998,12189.90,40.69
5/25/1998,12278.30,41.00
5/26/1998,12268.10,41.18
5/27/1998,12099.40,41.35
5/28/1998,12170.10,41.50
5/29/1998,12235.80,41.65
6/1/1998,12048.10,41.73
6/2/1998,12172.40,41.80
6/3/1998,12217.90,41.78
6/4/1998,12237.60,41.78
6/5/1998,12150.50,41.90
6/8/1998,12192.70,41.82
6/9/1998,12566.20,42.30
6/10/1998,12402.70,42.30
6/11/1998,12284.00,42.33
6/12/1998,12102.30,42.05
6/15/1998,12074.30,42.28
6/16/1998,12132.90,42.30
6/17/1998,12264.30,42.03
6/18/1998,12341.40,42.17
6/19/1998,12559.10,42.40
6/22/1998,12610.30,42.65
6/23/1998,12630.40,42.88
6/24/1998,12542.20,42.73
6/25/1998,12495.50,42.70
6/26/1998,12522.70,42.63
6/29/1998,12493.30,42.50
6/30/1998,12555.70,42.40
7/1/1998,12523.50,42.23
7/2/1998,12492.70,42.55
7/3/1998,12508.70,42.50
7/6/1998,12455.80,42.48
7/7/1998,12475.60,42.50
7/8/1998,12427.50,42.60
7/9/1998,12430.70,42.60
7/10/1998,12356.30,42.50
7/13/1998,12417.20,42.60
7/14/1998,12507.00,42.60
7/15/1998,12486.00,42.60
7/16/1998,12553.10,42.60
7/17/1998,12493.80,42.52
7/20/1998,12530.40,42.50
7/21/1998,12511.10,42.43
7/22/1998,12472.30,42.33
7/23/1998,12463.80,42.43
7/24/1998,12527.90,42.50
7/27/1998,12368.60,42.55
7/28/1998,12361.40,42.50
7/29/1998,12349.60,42.48
7/30/1998,12336.60,42.50
7/31/1998,12287.70,42.55
8/3/1998,12171.40,42.55
8/4/1998,12162.10,42.52
8/5/1998,12227.80,42.50
8/6/1998,12229.30,42.51
8/7/1998,12170.80,42.60
8/10/1998,12186.60,42.65
8/11/1998,12216.50,42.88
8/12/1998,12242.90,42.95
8/13/1998,12213.10,43.05
8/14/1998,12259.10,43.00
8/17/1998,12273.90,43.25
8/18/1998,12315.10,43.30
8/19/1998,12426.40,43.43
8/20/1998,12208.00,42.70
8/21/1998,12068.60,42.60
8/24/1998,12081.30,42.50
8/25/1998,12029.60,42.50
8/26/1998,12031.00,42.50
8/27/1998,11834.90,42.50
8/28/1998,11629.10,42.58
8/31/1998,11625.00,42.53
9/1/1998,11864.80,42.53
9/2/1998,11912.70,42.50
9/3/1998,11867.40,42.53
9/4/1998,12130.30,42.50
9/7/1998,12265.00,42.56
9/8/1998,12148.00,42.55
9/9/1998,12056.50,42.50
9/10/1998,12337.50,42.47
9/11/1998,12469.60,42.50
9/14/1998,12338.60,42.50
9/15/1998,12349.70,42.50
9/16/1998,12240.50,42.48
9/17/1998,12350.60,42.48
9/18/1998,12335.00,42.50
9/21/1998,12448.90,42.50
9/22/1998,12280.40,42.50
9/23/1998,12289.10,42.50
9/24/1998,12447.80,42.50
9/25/1998,12672.20,42.50
9/28/1998,12431.20,42.51
9/29/1998,12574.10,42.43
9/30/1998,12460.10,42.43
10/1/1998,12619.10,42.40
10/2/1998,12754.80,42.37
10/5/1998,12670.00,42.40
10/6/1998,12490.20,42.38
10/7/1998,12631.50,42.30
10/8/1998,12720.10,42.35
10/9/1998,12648.50,42.30
10/12/1998,12545.80,42.32
10/13/1998,12513.60,42.35
10/14/1998,12495.60,42.30
10/15/1998,12614.00,42.30
10/16/1998,12606.30,42.30
10/19/1998,12631.60,42.25
10/20/1998,12492.80,42.29
10/21/1998,12483.20,42.28
10/22/1998,12382.30,42.27
10/23/1998,12359.30,42.30
10/26/1998,12317.40,42.33
10/27/1998,12382.20,42.26
10/28/1998,12385.60,42.28
10/29/1998,12443.60,42.38
10/30/1998,12381.80,42.38
11/2/1998,12380.50,42.30
11/3/1998,12212.80,42.30
11/4/1998,12243.80,42.29
11/5/1998,12295.30,42.34
11/6/1998,12406.60,42.30
11/9/1998,12346.40,42.29
11/10/1998,12358.90,42.30
11/11/1998,12410.60,42.28
11/12/1998,12464.80,42.32
11/13/1998,12569.60,42.36
11/16/1998,12488.40,42.36
11/17/1998,12472.50,42.45
11/18/1998,12591.60,42.43
11/19/1998,12574.10,42.45
11/20/1998,12532.00,42.40
11/23/1998,12535.10,42.43
11/24/1998,12576.10,42.43
11/25/1998,12570.50,42.43
11/26/1998,12593.30,42.54
11/27/1998,12599.70,42.55
11/30/1998,12548.30,42.56
12/1/1998,12487.20,42.57
12/2/1998,12524.90,42.58
12/3/1998,12463.70,42.55
12/4/1998,12438.80,42.54
12/7/1998,12583.00,42.60
12/8/1998,12537.00,42.57
12/9/1998,12524.10,42.55
12/10/1998,12517.90,42.53
12/11/1998,12381.50,42.56
12/14/1998,12409.30,42.55
12/15/1998,12448.40,42.55
12/16/1998,12511.70,42.53
12/17/1998,12479.20,42.55
12/18/1998,12406.10,42.55
12/21/1998,12326.10,42.53
12/22/1998,12218.20,42.53
12/23/1998,12156.80,42.53
12/24/1998,12155.80,42.55
12/25/1998,12155.80,42.55
12/28/1998,12150.80,42.53
12/29/1998,12204.70,42.52
12/30/1998,12240.10,42.53
12/31/1998,12230.40,42.47
1/1/1999,12230.40,42.47
1/4/1999,12220.80,42.54
1/5/1999,12218.20,42.53
1/6/1999,12226.60,42.50
1/7/1999,12326.90,42.48
1/8/1999,12369.40,42.50
1/11/1999,12377.20,42.50
1/12/1999,12317.20,42.48
1/13/1999,12129.50,42.48
1/14/1999,12139.80,42.49
1/15/1999,12152.90,42.45
1/18/1999,12184.00,42.50
1/19/1999,12179.10,42.48
1/20/1999,12157.90,42.50
1/21/1999,12231.50,42.49
1/22/1999,12202.20,42.50
1/25/1999,12229.40,42.45
1/26/1999,12203.90,42.47
1/27/1999,12058.70,42.47
1/28/1999,12052.30,42.50
1/29/1999,12130.90,42.49
2/1/1999,12193.60,42.50
2/2/1999,12262.60,42.49
2/3/1999,12182.90,42.45
2/4/1999,12197.70,42.47
2/5/1999,12290.10,42.45
2/8/1999,12263.10,42.45
2/9/1999,12181.00,42.45
2/10/1999,12309.70,42.43
2/11/1999,12198.40,42.46
2/12/1999,12274.80,42.50
2/15/1999,12276.90,42.45
2/16/1999,12124.50,42.46
2/17/1999,12131.20,42.45
2/18/1999,12125.10,42.46
2/19/1999,12147.00,42.42
2/22/1999,12180.90,42.38
2/23/1999,12169.00,42.40
2/24/1999,12233.20,42.55
2/25/1999,12189.90,42.55
2/26/1999,12249.90,42.68
3/1/1999,12183.30,42.50
3/2/1999,12249.20,42.52
3/3/1999,12154.70,42.52
3/4/1999,12230.80,42.50
3/5/1999,12241.50,42.52
3/8/1999,12300.10,42.50
3/9/1999,12442.00,42.47
3/10/1999,12384.00,42.40
3/11/1999,12478.80,42.43
3/12/1999,12413.00,42.45
3/15/1999,12288.00,42.44
3/16/1999,12001.30,42.43
3/17/1999,12077.00,42.43
3/18/1999,12034.60,42.43
3/19/1999,12030.30,42.40
3/22/1999,12051.50,42.35
3/23/1999,12043.70,42.40
3/24/1999,12052.90,42.43
3/25/1999,12016.90,42.40
3/26/1999,11863.50,42.40
3/29/1999,11878.40,42.40
3/30/1999,11864.10,42.43
3/31/1999,11857.10,42.41
4/1/1999,11903.70,42.43
4/2/1999,11903.70,42.33
4/5/1999,11905.50,42.40
4/6/1999,11880.80,42.65
4/7/1999,11958.20,42.65
4/8/1999,11987.50,42.65
4/9/1999,11973.90,42.71
4/12/1999,12089.10,42.67
4/13/1999,12116.10,42.78
4/14/1999,12113.90,42.75
4/15/1999,12140.20,42.80
4/16/1999,12142.10,42.70
4/19/1999,12178.00,42.85
4/20/1999,12159.50,42.78
4/21/1999,12111.80,42.80
4/22/1999,12119.60,42.80
4/23/1999,12128.10,42.80
4/26/1999,12058.10,42.80
4/27/1999,12033.10,42.81
4/28/1999,12116.60,42.80
4/29/1999,12113.10,42.81
4/30/1999,12260.70,42.81
5/3/1999,12255.70,42.75
5/4/1999,12199.40,42.76
5/5/1999,12221.50,42.73
5/6/1999,12306.60,42.76
5/7/1999,12068.40,42.73
5/10/1999,11876.90,42.73
5/11/1999,11944.00,42.70
5/12/1999,11863.90,42.73
5/13/1999,11878.80,42.73
5/14/1999,11798.30,42.78
5/17/1999,11797.80,42.73
5/18/1999,11754.30,42.73
5/19/1999,11646.00,42.73
5/20/1999,11714.90,42.73
5/21/1999,11684.30,42.73
5/24/1999,11633.40,42.73
5/25/1999,11613.80,42.73
5/26/1999,11542.70,42.85
5/27/1999,11571.60,43.23
5/28/1999,11528.30,43.05
5/31/1999,11509.50,42.85
6/1/1999,11466.50,42.95
6/2/1999,11468.70,42.93
6/3/1999,11367.00,42.93
6/4/1999,11392.30,42.94
6/7/1999,11415.50,42.98
6/8/1999,11290.20,42.98
6/9/1999,11251.60,43.06
6/10/1999,11122.40,43.01
6/11/1999,11181.40,43.06
6/14/1999,11232.80,43.18
6/15/1999,11258.00,43.33
6/16/1999,11160.70,43.13
6/17/1999,11134.90,43.16
6/18/1999,11172.40,43.15
6/21/1999,11191.40,43.19
6/22/1999,11169.40,43.20
6/23/1999,11210.80,43.23
6/24/1999,11271.60,43.35
6/25/1999,11294.80,43.35
6/28/1999,11282.70,43.38
6/29/1999,11361.60,43.40
6/30/1999,11317.30,43.38
7/1/1999,11390.30,43.39
7/2/1999,11417.20,43.39
7/5/1999,11321.50,43.25
7/6/1999,11145.10,43.30
7/7/1999,11136.30,43.36
7/8/1999,11163.80,43.43
7/9/1999,11144.90,43.30
7/12/1999,11068.50,43.20
7/13/1999,11007.90,43.24
7/14/1999,11037.00,43.25
7/15/1999,10954.00,43.27
7/16/1999,11053.00,43.27
7/19/1999,10973.20,43.21
7/20/1999,10924.80,43.21
7/21/1999,11000.80,43.18
7/22/1999,10981.70,43.25
7/23/1999,11046.80,43.25
7/26/1999,10968.90,43.29
7/27/1999,11026.70,43.33
7/28/1999,11006.30,43.33
7/29/1999,10991.00,43.33
7/30/1999,11070.00,43.35
8/2/1999,11063.70,43.33
8/3/1999,11101.40,43.38
8/4/1999,11096.20,43.35
8/5/1999,11111.70,43.40
8/6/1999,11116.20,43.50
8/9/1999,11130.80,43.43
8/10/1999,11139.80,43.43
8/11/1999,11201.80,43.45
8/12/1999,11313.90,43.43
8/13/1999,11310.00,43.43
8/16/1999,11249.70,43.43
8/17/1999,11273.40,43.44
8/18/1999,11346.90,43.45
8/19/1999,11219.10,43.49
8/20/1999,11250.70,43.55
8/23/1999,11135.50,43.54
8/24/1999,11027.30,43.55
8/25/1999,11004.70,43.50
8/26/1999,11015.80,43.50
8/27/1999,11040.30,43.48
8/30/1999,11038.40,43.48
8/31/1999,11075.50,43.50
9/1/1999,11073.70,43.48
9/2/1999,11062.80,43.53
9/3/1999,11064.50,43.49
9/6/1999,11068.70,43.49
9/7/1999,11120.50,43.51
9/8/1999,11140.60,43.50
9/9/1999,11181.60,43.51
9/10/1999,11141.10,43.50
9/13/1999,11154.20,43.51
9/14/1999,11173.10,43.53
9/15/1999,11191.20,43.53
9/16/1999,11142.20,43.54
9/17/1999,11107.10,43.54
9/20/1999,11122.90,43.49
9/21/1999,11273.20,43.50
9/22/1999,11473.60,43.54
9/23/1999,11517.70,43.54
9/24/1999,11763.90,43.54
9/27/1999,12247.80,43.53
9/28/1999,13137.10,43.58
9/29/1999,13383.70,43.60
9/30/1999,13034.90,43.63
10/1/1999,13403.20,43.63
10/4/1999,13634.30,43.60
10/5/1999,14189.40,43.60
10/6/1999,13863.30,43.60
10/7/1999,14080.20,43.55
10/8/1999,14037.10,43.45
10/11/1999,13780.80,43.37
10/12/1999,13910.90,43.45
10/13/1999,13976.80,43.46
10/14/1999,13938.60,43.45
10/15/1999,13713.30,43.46
10/18/1999,13528.40,43.42
10/19/1999,13432.30,43.37
10/20/1999,13323.00,43.40
10/21/1999,13152.80,43.43
10/22/1999,13124.20,43.40
10/25/1999,13101.50,43.40
10/26/1999,12860.80,43.42
10/27/1999,12604.00,43.42
10/28/1999,12854.70,43.41
10/29/1999,12977.90,43.42
11/1/1999,12639.10,43.40
11/2/1999,12618.40,43.38
11/3/1999,12628.70,43.39
11/4/1999,12613.50,43.38
11/5/1999,12577.60,43.38
11/8/1999,12514.40,43.42
11/9/1999,12621.50,43.39
11/10/1999,12836.30,43.38
11/11/1999,12844.90,43.40
11/12/1999,12635.90,43.38
11/15/1999,12619.60,43.38
11/16/1999,12774.90,43.42
11/17/1999,12742.20,43.38
11/18/1999,12735.60,43.38
11/19/1999,12744.60,43.39
11/22/1999,12792.40,43.38
11/23/1999,12892.50,43.38
11/24/1999,12913.00,43.38
11/25/1999,12949.10,43.40
11/26/1999,12881.80,43.41
11/29/1999,12682.90,43.38
11/30/1999,12649.70,43.41
12/1/1999,12549.70,43.38
12/2/1999,12413.10,43.38
12/3/1999,12274.90,43.38
12/6/1999,11989.30,43.39
12/7/1999,12136.10,43.44
12/8/1999,12206.90,43.43
12/9/1999,12124.60,43.43
12/10/1999,12202.70,43.48
12/13/1999,12161.70,43.49
12/14/1999,12157.80,43.53
12/15/1999,12186.40,43.49
12/16/1999,12191.60,43.49
12/17/1999,12359.00,43.49
12/20/1999,12362.00,43.48
12/21/1999,12298.90,43.48
12/22/1999,12431.60,43.49
12/23/1999,12501.10,43.49
12/24/1999,12501.10,43.48
12/27/1999,12498.30,43.48
12/28/1999,12497.50,43.48
12/29/1999,12662.10,43.50
12/30/1999,12631.00,43.48
12/31/1999,12631.00,43.50
1/3/2000,12624.40,43.44
1/4/2000,12253.40,43.48
1/5/2000,12204.50,43.49
1/6/2000,12155.60,43.49
1/7/2000,12275.60,43.49
1/10/2000,12255.20,43.49
1/11/2000,12285.60,43.53
1/12/2000,12284.20,43.53
1/13/2000,12278.30,43.50
1/14/2000,12331.30,43.50
1/17/2000,12424.10,43.55
1/18/2000,12453.70,43.54
1/19/2000,12530.00,43.54
1/20/2000,12552.80,43.55
1/21/2000,12537.80,43.56
1/24/2000,12524.80,43.60
1/25/2000,12551.00,43.58
1/26/2000,12459.20,43.58
1/27/2000,12442.10,43.56
1/28/2000,12504.10,43.60
1/31/2000,12360.00,43.63
2/1/2000,12339.20,43.58
2/2/2000,12446.40,43.58
2/3/2000,12428.70,43.61
2/4/2000,12806.10,43.60
2/7/2000,13636.80,43.61
2/8/2000,12920.90,43.59
2/9/2000,13455.00,43.59
2/10/2000,13463.10,43.62
2/11/2000,13587.60,43.61
2/14/2000,13449.40,43.62
2/15/2000,13269.90,43.63
2/16/2000,13189.80,43.63
2/17/2000,13292.80,43.58
2/18/2000,13238.60,43.64
2/21/2000,13309.50,43.60
2/22/2000,13182.50,43.60
2/23/2000,13167.60,43.60
2/24/2000,13030.00,43.60
2/25/2000,12824.10,43.65
2/28/2000,12756.70,43.61
2/29/2000,12806.50,43.61
3/1/2000,12764.60,43.63
3/2/2000,12630.90,43.58
3/3/2000,12571.40,43.60
3/6/2000,12583.00,43.60
3/7/2000,12625.10,43.57
3/8/2000,12688.30,43.59
3/9/2000,12659.30,43.58
3/10/2000,12649.40,43.58
3/13/2000,12665.80,43.60
3/14/2000,12586.60,43.59
3/15/2000,12601.90,43.58
3/16/2000,12521.30,43.58
3/17/2000,12366.70,43.58
3/20/2000,12451.60,43.57
3/21/2000,12422.60,43.58
3/22/2000,12544.50,43.58
3/23/2000,12415.10,43.59
3/24/2000,12420.20,43.58
3/27/2000,12389.60,43.59
3/28/2000,12237.00,43.58
3/29/2000,12195.00,43.59
3/30/2000,12023.40,43.59
3/31/2000,12067.70,43.60
4/3/2000,12102.30,43.61
4/4/2000,12077.60,43.62
4/5/2000,12269.50,43.61
4/6/2000,12184.50,43.60
4/7/2000,12221.50,43.62
4/10/2000,12309.50,43.61
4/11/2000,12324.10,43.62
4/12/2000,12232.50,43.63
4/13/2000,12284.50,43.64
4/14/2000,12310.70,43.67
4/17/2000,12298.40,43.66
4/18/2000,12268.60,43.63
4/19/2000,12279.80,43.65
4/20/2000,12219.50,43.65
4/21/2000,12219.50,43.63
4/24/2000,12215.40,43.65
4/25/2000,12200.90,43.65
4/26/2000,12061.70,43.65
4/27/2000,12048.50,43.63
4/28/2000,12008.00,43.65
5/1/2000,12004.60,43.68
5/2/2000,12022.70,43.68
5/3/2000,12029.90,43.66
5/4/2000,12220.60,43.66
5/5/2000,12252.60,43.65
5/8/2000,12129.60,43.63
5/9/2000,12068.60,43.65
5/10/2000,12229.70,44.08
5/11/2000,12145.20,44.12
5/12/2000,12151.80,44.00
5/15/2000,12095.30,43.90
5/16/2000,12135.70,43.93
5/17/2000,12008.90,43.94
5/18/2000,11995.00,43.95
5/19/2000,12011.80,43.94
5/22/2000,12048.80,44.03
5/23/2000,12062.30,44.05
5/24/2000,12082.50,44.15
5/25/2000,12068.40,44.05
5/26/2000,12037.60,44.29
5/29/2000,12073.50,44.51
5/30/2000,12171.60,44.55
5/31/2000,12135.80,44.58
6/1/2000,12144.60,44.55
6/2/2000,12567.80,44.60
6/5/2000,12652.80,44.68
6/6/2000,12884.30,44.67
6/7/2000,12705.70,44.74
6/8/2000,12788.70,44.73
6/9/2000,12731.20,44.75
6/12/2000,12743.70,44.75
6/13/2000,13036.60,44.75
6/14/2000,12835.60,44.70
6/15/2000,12843.90,44.70
6/16/2000,12967.50,44.73
6/19/2000,12766.90,44.73
6/20/2000,12778.80,44.68
6/21/2000,12770.00,44.65
6/22/2000,12845.70,44.63
6/23/2000,12767.40,44.68
6/26/2000,12683.50,44.68
6/27/2000,12670.20,44.68
6/28/2000,12864.20,44.68
6/29/2000,12942.70,44.67
6/30/2000,12872.40,44.65
7/3/2000,12850.00,44.66
7/4/2000,12796.50,44.67
7/5/2000,12813.60,44.67
7/6/2000,12750.70,44.73
7/7/2000,12644.80,44.71
7/10/2000,12689.30,44.65
7/11/2000,12636.60,44.68
7/12/2000,12510.30,44.68
7/13/2000,12554.10,44.71
7/14/2000,12526.80,44.71
7/17/2000,12628.30,44.71
7/18/2000,12651.30,44.76
7/19/2000,12501.20,44.78
7/20/2000,12545.60,44.92
7/21/2000,12575.50,44.71
7/24/2000,12517.40,44.73
7/25/2000,12559.20,44.91
7/26/2000,12533.90,44.88
7/27/2000,12554.10,44.88
7/28/2000,12479.70,44.89
7/31/2000,12459.30,45.05
8/1/2000,12530.90,45.10
8/2/2000,12582.20,45.33
8/3/2000,12494.60,45.30
8/4/2000,12444.20,45.39
8/7/2000,12445.60,45.56
8/8/2000,12490.90,45.70
8/9/2000,12408.60,45.62
8/10/2000,12483.10,45.86
8/11/2000,12488.30,45.80
8/14/2000,12595.00,45.75
8/15/2000,12538.20,45.71
8/16/2000,12626.40,45.73
8/17/2000,12723.50,45.90
8/18/2000,12627.30,45.82
8/21/2000,12541.00,45.64
8/22/2000,12488.90,45.68
8/23/2000,12506.20,45.81
8/24/2000,12513.70,46.16
8/25/2000,12550.30,45.88
8/28/2000,12529.10,45.81
8/29/2000,12545.10,45.80
8/30/2000,12519.20,45.82
8/31/2000,12678.30,45.81
9/1/2000,12672.80,45.80
9/4/2000,12647.10,45.73
9/5/2000,12568.90,45.72
9/6/2000,12510.10,45.65
9/7/2000,12441.30,45.63
9/8/2000,12448.30,45.64
9/11/2000,12427.60,45.63
9/12/2000,12524.00,45.60
9/13/2000,12437.30,45.60
9/14/2000,12476.60,45.66
9/15/2000,12469.40,45.78
9/18/2000,12558.00,46.05
9/19/2000,12607.00,46.38
9/20/2000,12534.60,46.30
9/21/2000,12452.20,45.93
9/22/2000,12655.10,46.08
9/25/2000,12557.90,46.05
9/26/2000,12658.90,46.05
9/27/2000,12730.50,46.05
9/28/2000,12740.70,45.98
9/29/2000,12597.50,45.98
10/2/2000,12572.80,46.06
10/3/2000,12526.70,46.08
10/4/2000,12495.70,46.07
10/5/2000,12459.40,46.10
10/6/2000,12449.70,46.15
10/9/2000,12443.60,46.09
10/10/2000,12493.00,46.22
10/11/2000,12620.10,46.37
10/12/2000,12682.10,46.30
10/13/2000,12666.50,46.38
10/16/2000,12579.10,46.32
10/17/2000,12516.60,46.31
10/18/2000,12601.40,46.35
10/19/2000,12523.00,46.31
10/20/2000,12536.70,46.35
10/23/2000,12586.70,46.39
10/24/2000,12546.70,46.40
10/25/2000,12444.90,46.63
10/26/2000,12428.90,46.63
10/27/2000,12332.60,46.77
10/30/2000,12351.90,46.68
10/31/2000,12387.90,46.85
11/1/2000,12413.50,46.78
11/2/2000,12379.10,46.76
11/3/2000,12332.70,46.62
11/6/2000,12386.90,46.63
11/7/2000,12385.60,46.67
11/8/2000,12331.50,46.69
11/9/2000,12366.40,46.66
11/10/2000,12376.40,46.74
11/13/2000,12384.20,46.79
11/14/2000,12397.00,46.78
11/15/2000,12370.00,46.80
11/16/2000,12492.20,46.84
11/17/2000,12406.70,46.82
11/20/2000,12447.80,46.77
11/21/2000,12455.80,46.79
11/22/2000,12461.10,46.81
11/23/2000,12441.00,46.82
11/24/2000,12445.30,46.80
11/27/2000,12570.20,46.86
11/28/2000,12657.30,46.89
11/29/2000,12612.70,46.88
11/30/2000,12608.70,46.87
12/1/2000,12614.70,46.85
12/4/2000,12675.10,46.82
12/5/2000,12661.20,46.70
12/6/2000,12697.70,46.77
12/7/2000,12806.90,46.75
12/8/2000,12763.70,46.73
12/11/2000,12657.30,46.75
12/12/2000,12662.30,46.73
12/13/2000,12607.20,46.76
12/14/2000,12594.50,46.76
12/15/2000,12642.20,46.76
12/18/2000,12637.30,46.74
12/19/2000,12587.30,46.69
12/20/2000,12726.10,46.72
12/21/2000,12751.70,46.69
12/22/2000,12744.20,46.69
12/25/2000,12744.20,46.68
12/26/2000,12740.10,46.68
12/27/2000,12842.10,46.69
12/28/2000,12814.10,46.70
12/29/2000,12811.30,46.68
1/1/2001,12811.30,46.68
1/2/2001,12659.00,46.69
1/3/2001,12477.20,46.70
1/4/2001,12484.20,46.73
1/5/2001,12490.30,46.71
1/8/2001,12524.60,46.68
1/9/2001,12450.90,46.63
1/10/2001,12415.20,46.63
1/11/2001,12316.00,46.63
1/12/2001,12276.60,46.54
1/15/2001,12262.00,46.53
1/16/2001,12294.30,46.51
1/17/2001,12236.90,46.44
1/18/2001,12292.70,46.40
1/19/2001,12286.40,46.38
1/22/2001,12341.40,46.37
1/23/2001,12333.10,46.34
1/24/2001,12252.00,46.36
1/25/2001,12315.20,46.49
1/26/2001,12249.80,46.48
1/29/2001,12221.20,46.47
1/30/2001,12300.30,46.41
1/31/2001,12271.50,46.39
2/1/2001,12419.00,46.38
2/2/2001,12376.20,46.40
2/5/2001,12317.80,46.39
2/6/2001,12184.00,46.37
2/7/2001,12216.70,46.40
2/8/2001,12203.50,46.41
2/9/2001,12075.60,46.45
2/12/2001,12142.50,46.51
2/13/2001,12141.80,46.55
2/14/2001,12131.60,46.59
2/15/2001,12038.10,46.58
2/16/2001,11979.20,46.52
2/19/2001,12075.10,46.55
2/20/2001,11936.10,46.61
2/21/2001,12002.10,46.60
2/22/2001,12051.40,46.57
2/23/2001,12135.70,46.60
2/26/2001,12271.70,46.62
2/27/2001,12514.80,46.63
2/28/2001,12416.20,46.54
3/1/2001,12397.30,46.53
3/2/2001,12246.00,46.54
3/5/2001,12216.40,46.52
3/6/2001,12174.70,46.50
3/7/2001,12128.00,46.51
3/8/2001,12266.30,46.52
3/9/2001,12556.10,46.52
3/12/2001,12689.00,46.54
3/13/2001,12561.50,46.64
3/14/2001,12309.90,46.65
3/15/2001,12221.20,46.62
3/16/2001,12165.60,46.67
3/19/2001,12166.40,46.68
3/20/2001,12213.70,46.70
3/21/2001,12232.80,46.70
3/22/2001,12193.10,46.70
3/23/2001,12265.90,46.66
3/26/2001,12233.90,46.65
3/27/2001,12216.40,46.61
3/28/2001,12128.10,46.60
3/29/2001,12130.10,46.62
3/30/2001,12015.30,46.71
4/2/2001,11937.50,46.61
4/3/2001,11986.90,46.63
