Date,INR,Dollar conversion
2/2/2005,18297.40,43.34
2/3/2005,18067.80,43.32
2/4/2005,18050.10,43.37
2/7/2005,18005.70,43.44
2/8/2005,17952.70,43.67
2/9/2005,17967.30,43.63
2/10/2005,18190.60,43.76
2/11/2005,18320.50,43.78
2/14/2005,18503.60,43.70
2/15/2005,18584.50,43.78
2/16/2005,18500.00,43.70
2/17/2005,18668.50,43.68
2/18/2005,18698.40,43.79
2/21/2005,18711.30,43.77
2/22/2005,18911.20,43.69
2/23/2005,18906.80,43.65
2/24/2005,18941.90,43.62
2/25/2005,18972.40,43.65
2/28/2005,18985.60,43.64
3/1/2005,18941.80,43.65
3/2/2005,18854.50,43.70
3/3/2005,18799.70,43.67
3/4/2005,18943.90,43.63
3/7/2005,18904.80,43.66
3/8/2005,19090.30,43.61
3/9/2005,19177.60,43.56
3/10/2005,19190.20,43.51
3/11/2005,19294.30,43.46
3/14/2005,19233.70,43.48
3/15/2005,19201.30,43.49
3/16/2005,19294.90,43.56
3/17/2005,19123.00,43.60
3/18/2005,19082.70,43.59
3/21/2005,18906.80,43.68
3/22/2005,18880.60,43.71
3/23/2005,18629.10,43.73
3/24/2005,18576.90,43.71
3/25/2005,18576.90,43.67
3/28/2005,18621.60,43.73
3/29/2005,18667.40,43.74
3/30/2005,18650.80,43.72
3/31/2005,18666.80,43.68
4/1/2005,18643.00,43.68
4/4/2005,18537.10,43.75
4/5/2005,18584.70,43.76
4/6/2005,18605.30,43.72
4/7/2005,18712.20,43.70
4/8/2005,18607.80,43.68
4/11/2005,18747.30,43.65
4/12/2005,18690.10,43.70
4/13/2005,18694.60,43.73
4/14/2005,18521.70,43.74
4/15/2005,18584.70,43.77
4/18/2005,18627.40,43.70
4/19/2005,18688.10,43.75
4/20/2005,18930.80,43.74
4/21/2005,18974.50,43.73
4/22/2005,18981.10,43.66
4/25/2005,18922.10,43.67
4/26/2005,19094.70,43.68
4/27/2005,18968.10,43.71
4/28/2005,18893.80,43.65
4/29/2005,18966.00,43.43
5/2/2005,18985.60,43.58
5/3/2005,18654.30,43.59
5/4/2005,18665.70,43.51
5/5/2005,18623.00,43.41
5/6/2005,18472.80,43.46
5/9/2005,18505.00,43.47
5/10/2005,18564.10,43.37
5/11/2005,18422.40,43.32
5/12/2005,18391.20,43.38
5/13/2005,18240.60,43.43
5/16/2005,18222.70,43.50
5/17/2005,18249.00,43.47
5/18/2005,18250.70,43.48
5/19/2005,18298.50,43.44
5/20/2005,18174.60,43.48
5/23/2005,18183.00,43.49
5/24/2005,18189.80,43.48
5/25/2005,18210.90,43.50
5/26/2005,18178.80,43.53
5/27/2005,18196.00,43.51
5/30/2005,18227.30,43.58
5/31/2005,18130.10,43.70
6/1/2005,18171.60,43.73
6/2/2005,18352.60,43.66
6/3/2005,18456.20,43.60
6/6/2005,18569.20,43.60
6/7/2005,18467.40,43.56
6/8/2005,18450.90,43.49
6/9/2005,18378.80,43.50
6/10/2005,18387.30,43.51
6/13/2005,18734.50,43.63
6/14/2005,18608.50,43.60
6/15/2005,18680.60,43.64
6/16/2005,18868.00,43.59
6/17/2005,19042.20,43.52
6/20/2005,19140.30,43.54
6/21/2005,18942.10,43.50
6/22/2005,19027.00,43.48
6/23/2005,19127.20,43.50
6/24/2005,19174.90,43.52
6/27/2005,19105.10,43.49
6/28/2005,19002.90,43.49
6/29/2005,18981.30,43.53
6/30/2005,19005.10,43.49
7/1/2005,18803.00,43.55
7/4/2005,18611.10,43.55
7/5/2005,18471.30,43.55
7/6/2005,18456.10,43.56
7/7/2005,18532.30,43.59
7/8/2005,18495.30,43.59
7/11/2005,18467.50,43.54
7/12/2005,18561.10,43.54
7/13/2005,18459.40,43.58
7/14/2005,18459.20,43.52
7/15/2005,18196.10,43.51
7/18/2005,18317.60,43.52
7/19/2005,18243.70,43.55
7/20/2005,18361.40,43.51
7/21/2005,18295.80,43.19
7/22/2005,18457.80,43.50
7/25/2005,18536.80,43.51
7/26/2005,18383.90,43.44
7/27/2005,18422.80,43.39
7/28/2005,18501.50,43.37
7/29/2005,18635.80,43.44
8/1/2005,18729.30,43.41
8/2/2005,18763.60,43.49
8/3/2005,18863.80,43.41
8/4/2005,19081.30,43.49
8/5/2005,19037.60,43.46
8/8/2005,18985.60,43.48
8/9/2005,18848.50,43.51
8/10/2005,19009.60,43.50
8/11/2005,19192.50,43.55
8/12/2005,19453.10,43.50
8/15/2005,19283.40,43.48
8/16/2005,19280.50,43.48
8/17/2005,19224.80,43.51
8/18/2005,19142.40,43.53
8/19/2005,19146.80,43.55
8/22/2005,19173.10,43.58
8/23/2005,19164.40,43.63
8/24/2005,19234.60,43.72
8/25/2005,19144.80,43.68
8/26/2005,19059.80,43.64
8/29/2005,19169.00,43.85
8/30/2005,18955.10,44.02
8/31/2005,19102.00,44.02
9/1/2005,19327.00,43.97
9/2/2005,19458.50,43.85
9/5/2005,19543.70,43.82
9/6/2005,19471.50,43.84
9/7/2005,19508.80,43.83
9/8/2005,19648.70,43.80
9/9/2005,19637.80,43.80
9/12/2005,19633.20,43.81
9/13/2005,19533.00,43.86
9/14/2005,19699.50,43.85
9/15/2005,19940.70,43.83
9/16/2005,20041.40,43.85
9/19/2005,20366.00,43.86
9/20/2005,20379.10,43.85
9/21/2005,20581.80,43.87
9/22/2005,20463.70,43.88
9/23/2005,20298.80,43.91
9/26/2005,20288.30,43.90
9/27/2005,20432.00,44.02
9/28/2005,20416.00,44.01
9/29/2005,20769.10,43.98
9/30/2005,20806.40,43.96
10/3/2005,20543.40,44.05
10/4/2005,20651.90,44.15
10/5/2005,20498.30,44.18
10/6/2005,20860.60,44.22
10/7/2005,20952.40,44.37
10/10/2005,21180.40,44.76
10/11/2005,21311.90,44.79
10/12/2005,21267.80,44.78
10/13/2005,21082.90,44.91
10/14/2005,20874.50,44.80
10/17/2005,21271.80,44.84
10/18/2005,21294.30,45.10
10/19/2005,21023.70,45.12
10/20/2005,20979.40,45.18
10/21/2005,20839.80,45.04
10/24/2005,21018.80,45.08
10/25/2005,21251.30,44.98
10/26/2005,21310.60,45.04
10/27/2005,21381.20,45.02
10/28/2005,21214.30,45.05
10/31/2005,21233.20,45.07
11/1/2005,20712.00,45.09
11/2/2005,20832.80,45.20
11/3/2005,20905.60,45.26
11/4/2005,20950.50,45.47
11/7/2005,20928.20,45.84
11/8/2005,21118.20,45.72
11/9/2005,21164.00,45.71
11/10/2005,21344.20,45.71
11/11/2005,21262.80,45.56
11/14/2005,21404.50,45.69
11/15/2005,21370.90,45.67
11/16/2005,21760.80,45.73
11/17/2005,22219.50,45.67
11/18/2005,22217.90,45.73
11/21/2005,22379.20,45.68
11/22/2005,22570.90,45.78
11/23/2005,22283.30,45.73
11/24/2005,22548.40,45.70
11/25/2005,22707.30,45.77
11/28/2005,22751.50,45.88
11/29/2005,22741.60,45.85
11/30/2005,22750.30,45.89
12/1/2005,23028.50,45.95
12/2/2005,23175.30,46.13
12/5/2005,23391.40,46.27
12/6/2005,23271.10,46.14
12/7/2005,23816.60,46.18
12/8/2005,23835.60,46.20
12/9/2005,24236.10,46.13
12/12/2005,24689.70,46.03
12/13/2005,24061.10,46.05
12/14/2005,23263.80,45.66
12/15/2005,22933.10,45.29
12/16/2005,22916.40,45.26
12/19/2005,22878.50,44.98
12/20/2005,22682.90,45.15
12/21/2005,22093.00,45.18
12/22/2005,22565.00,45.13
12/23/2005,22560.00,45.13
12/26/2005,22560.00,45.05
12/27/2005,22597.50,45.20
12/28/2005,23359.20,45.10
12/29/2005,23167.10,45.12
12/30/2005,23090.10,45.00
1/2/2006,23090.10,45.08
1/3/2006,23812.90,44.97
1/4/2006,23689.80,44.71
1/5/2006,23414.30,44.60
1/6/2006,23733.00,44.32
1/9/2006,23945.10,44.25
1/10/2006,23998.20,44.19
1/11/2006,24054.30,43.92
1/12/2006,23880.80,44.02
1/13/2006,24197.00,44.10
1/16/2006,24812.50,44.17
1/17/2006,24481.30,44.24
1/18/2006,24143.50,44.30
1/19/2006,24514.40,44.18
1/20/2006,25055.40,44.17
1/23/2006,24459.00,44.10
1/24/2006,24630.50,44.20
1/25/2006,24767.60,44.11
1/26/2006,24497.10,44.02
1/27/2006,24733.90,44.04
1/30/2006,24888.20,44.05
1/31/2006,25096.10,43.93
2/1/2006,25082.60,44.14
2/2/2006,25277.60,44.17
2/3/2006,25121.40,44.12
2/6/2006,25165.90,44.14
2/7/2006,24677.80,44.16
2/8/2006,24243.80,44.16
2/9/2006,24718.20,44.12
2/10/2006,24569.30,44.11
2/13/2006,24268.10,44.18
2/14/2006,23843.90,44.16
2/15/2006,23884.70,44.18
2/16/2006,23845.10,44.25
2/17/2006,24517.50,44.30
2/20/2006,24586.50,44.34
2/21/2006,24581.00,44.42
2/22/2006,24636.10,44.55
2/23/2006,24456.70,44.37
2/24/2006,24584.90,44.30
2/27/2006,24580.90,44.43
2/28/2006,24669.70,44.28
3/1/2006,25035.80,44.29
3/2/2006,24979.80,44.20
3/3/2006,24987.10,44.21
3/6/2006,25009.50,44.27
3/7/2006,24484.10,44.29
3/8/2006,24216.90,44.38
3/9/2006,24468.40,44.38
3/10/2006,23711.20,44.32
3/13/2006,24126.00,44.43
3/14/2006,24266.30,44.37
3/15/2006,24708.60,44.11
3/16/2006,24500.60,44.30
3/17/2006,24475.80,44.28
3/20/2006,24603.10,44.28
3/21/2006,24325.40,44.30
3/22/2006,24489.10,44.43
3/23/2006,24330.20,44.45
3/24/2006,24775.40,44.50
3/27/2006,25215.90,44.62
3/28/2006,25338.90,44.58
3/29/2006,25232.90,44.54
3/30/2006,26037.60,44.48
3/31/2006,25936.80,44.50
4/3/2006,26092.20,44.41
4/4/2006,26224.80,44.60
4/5/2006,26172.60,44.44
4/6/2006,26467.00,44.59
4/7/2006,26361.80,44.53
4/10/2006,26774.70,44.67
4/11/2006,26791.20,44.69
4/12/2006,27007.60,45.10
4/13/2006,26771.00,45.07
4/14/2006,26771.00,45.00
4/17/2006,26708.70,45.00
4/18/2006,27737.50,45.06
4/19/2006,28126.20,44.98
4/20/2006,28175.00,45.03
4/21/2006,28101.10,45.07
4/24/2006,27937.80,44.87
4/25/2006,28525.70,44.90
4/26/2006,28629.30,45.05
4/27/2006,28614.30,44.83
4/28/2006,28925.30,44.90
5/1/2006,28844.80,44.79
5/2/2006,29632.60,44.83
5/3/2006,30190.70,44.82
5/4/2006,30186.30,44.82
5/5/2006,30408.30,44.85
5/8/2006,30282.70,44.82
5/9/2006,31002.60,44.85
5/10/2006,31432.50,44.85
5/11/2006,32161.70,44.86
5/12/2006,32657.60,44.95
5/15/2006,31245.20,45.38
5/16/2006,31492.90,45.05
5/17/2006,31599.90,44.70
5/18/2006,31516.10,45.28
5/19/2006,29672.60,45.37
5/22/2006,29714.90,45.46
5/23/2006,30350.50,45.39
5/24/2006,29668.90,45.60
5/25/2006,29487.50,45.76
5/26/2006,29472.90,45.83
5/29/2006,29607.70,46.10
5/30/2006,30577.90,46.14
5/31/2006,30233.90,46.31
6/1/2006,28965.60,46.20
6/2/2006,28988.70,45.68
6/5/2006,29375.20,45.72
6/6/2006,28791.80,45.82
6/7/2006,28305.30,45.88
6/8/2006,28201.00,45.95
6/9/2006,28311.40,45.81
6/12/2006,27974.50,45.72
6/13/2006,26873.40,45.82
6/14/2006,26082.40,45.83
6/15/2006,26177.10,45.89
6/16/2006,26312.20,45.70
6/19/2006,26219.50,45.77
6/20/2006,26056.50,45.81
6/21/2006,26408.60,45.67
6/22/2006,26945.40,46.00
6/23/2006,26731.10,46.02
6/26/2006,27068.60,46.23
6/27/2006,27265.00,46.30
6/28/2006,27010.50,46.26
6/29/2006,27274.00,46.14
6/30/2006,28245.50,45.88
7/3/2006,28699.30,45.93
7/4/2006,28568.50,45.97
7/5/2006,28704.70,45.93
7/6/2006,28889.90,46.01
7/7/2006,29091.60,45.86
7/10/2006,28880.50,45.99
7/11/2006,29121.70,46.02
7/12/2006,30065.70,46.10
7/13/2006,30091.30,46.18
7/14/2006,30741.60,46.20
7/17/2006,30504.40,46.66
7/18/2006,30123.10,46.63
7/19/2006,30150.40,46.83
7/20/2006,30043.30,46.80
7/21/2006,29649.00,46.73
7/24/2006,28413.40,46.84
7/25/2006,28957.50,46.76
7/26/2006,28730.80,46.71
7/27/2006,29780.60,46.53
7/28/2006,29737.30,46.54
7/31/2006,29449.20,46.50
8/1/2006,29684.70,46.54
8/2/2006,30563.70,46.63
8/3/2006,30003.30,46.48
8/4/2006,30365.50,46.46
8/7/2006,30271.90,46.54
8/8/2006,30068.10,46.48
8/9/2006,30159.00,46.41
8/10/2006,29919.60,46.33
8/11/2006,29977.30,46.47
8/14/2006,29125.10,46.54
8/15/2006,29148.30,46.48
8/16/2006,29333.80,46.48
8/17/2006,29045.10,46.37
8/18/2006,28524.90,46.39
8/21/2006,29031.30,46.42
8/22/2006,28970.30,46.45
8/23/2006,29219.20,46.47
8/24/2006,29023.10,46.43
8/25/2006,28906.80,46.42
8/28/2006,28881.90,46.49
8/29/2006,28517.00,46.47
8/30/2006,28734.60,46.38
8/31/2006,29014.60,46.48
9/1/2006,28891.20,46.39
9/4/2006,29037.30,46.33
9/5/2006,29508.70,46.21
9/6/2006,29328.50,46.02
9/7/2006,28713.30,46.14
9/8/2006,28200.30,46.07
9/11/2006,27225.60,46.20
9/12/2006,27334.60,46.16
9/13/2006,27203.00,46.09
9/14/2006,26964.20,46.00
9/15/2006,26450.10,45.96
9/18/2006,26784.30,46.11
9/19/2006,26887.70,46.04
9/20/2006,26674.10,45.85
9/21/2006,26541.50,45.74
9/22/2006,27035.10,45.79
9/25/2006,26863.40,45.84
9/26/2006,27141.70,45.78
9/27/2006,27250.20,45.77
9/28/2006,27692.80,45.79
9/29/2006,27520.60,45.91
10/2/2006,27582.50,45.79
10/3/2006,26637.90,45.70
10/4/2006,26227.90,45.67
10/5/2006,26171.10,45.58
10/6/2006,25560.10,45.42
10/9/2006,26303.30,45.66
10/10/2006,26174.40,45.68
10/11/2006,26209.10,45.56
10/12/2006,26134.50,45.54
10/13/2006,26632.40,45.32
10/16/2006,27036.60,45.37
10/17/2006,26715.20,45.20
10/18/2006,26949.80,45.30
10/19/2006,27061.40,45.22
10/20/2006,27043.90,45.20
10/23/2006,26439.40,45.31
10/24/2006,26115.00,45.20
10/25/2006,26337.00,45.29
10/26/2006,26985.40,45.17
10/27/2006,26944.50,45.05
10/30/2006,27367.30,44.92
10/31/2006,27186.90,44.92
11/1/2006,27554.70,44.80
11/2/2006,27865.50,44.83
11/3/2006,27914.80,44.77
11/6/2006,28113.10,44.85
11/7/2006,27986.70,44.63
11/8/2006,27854.50,44.60
11/9/2006,27851.80,44.47
11/10/2006,28137.60,44.56
11/13/2006,28043.50,44.84
11/14/2006,28326.30,45.06
11/15/2006,28010.90,45.28
11/16/2006,28074.70,44.83
11/17/2006,27866.70,44.72
11/20/2006,28135.00,44.90
11/21/2006,28021.30,44.78
11/22/2006,28301.50,44.63
11/23/2006,28165.90,44.69
11/24/2006,28585.70,44.61
11/27/2006,28542.50,44.58
11/28/2006,28465.90,44.59
11/29/2006,28491.10,44.55
11/30/2006,28928.20,44.60
12/1/2006,28973.20,44.47
12/4/2006,28821.30,44.50
12/5/2006,28752.20,44.43
12/6/2006,28426.00,44.62
12/7/2006,28022.80,44.53
12/8/2006,28506.10,44.51
12/11/2006,28078.40,44.71
12/12/2006,28134.40,44.69
12/13/2006,27940.80,44.69
12/14/2006,28026.00,44.57
12/15/2006,27872.90,44.50
12/18/2006,27467.30,44.64
12/19/2006,27767.40,44.60
12/20/2006,27692.90,44.55
12/21/2006,27683.60,44.52
12/22/2006,27652.60,44.38
12/25/2006,27652.60,44.38
12/26/2006,27578.10,44.34
12/27/2006,27845.70,44.14
12/28/2006,27969.20,44.10
12/29/2006,27972.30,44.12
1/1/2007,27972.30,44.12
1/2/2007,28304.80,44.15
1/3/2007,28505.70,44.25
1/4/2007,27838.80,44.17
1/5/2007,27005.10,44.19
1/8/2007,27110.60,44.33
1/9/2007,27055.60,44.28
1/10/2007,27106.30,44.45
1/11/2007,27289.10,44.50
1/12/2007,27532.40,44.32
1/15/2007,27763.60,44.21
1/16/2007,27759.50,44.20
1/17/2007,27685.00,44.10
1/18/2007,28146.40,44.16
1/19/2007,27839.50,44.08
1/22/2007,28239.00,44.12
1/23/2007,28421.00,44.15
1/24/2007,28419.30,44.16
1/25/2007,28820.40,44.21
1/26/2007,28553.70,44.17
1/29/2007,28501.20,44.15
1/30/2007,28521.10,44.05
1/31/2007,28727.40,44.08
2/1/2007,29124.70,44.02
2/2/2007,28485.10,44.00
2/5/2007,28645.00,43.99
2/6/2007,28811.60,44.02
2/7/2007,28810.80,44.03
2/8/2007,28939.40,44.00
2/9/2007,29326.70,43.94
2/12/2007,29346.50,44.02
2/13/2007,29516.80,44.03
2/14/2007,29486.50,43.95
2/15/2007,29313.50,43.92
2/16/2007,29261.40,43.88
2/19/2007,29605.20,43.99
2/20/2007,29335.10,44.12
2/21/2007,29220.60,44.01
2/22/2007,29937.90,44.06
2/23/2007,30181.80,44.08
2/26/2007,30310.80,44.05
2/27/2007,29898.20,44.07
2/28/2007,29407.50,44.09
3/1/2007,29676.60,44.09
3/2/2007,28885.70,44.11
3/5/2007,28415.00,44.38
3/6/2007,28624.30,44.19
3/7/2007,28761.60,44.43
3/8/2007,28999.60,44.20
3/9/2007,28832.70,44.09
3/12/2007,28654.50,44.13
3/13/2007,28775.10,44.10
3/14/2007,28467.00,44.18
3/15/2007,28662.70,44.11
3/16/2007,28815.90,43.97
3/19/2007,28875.70,43.99
3/20/2007,28841.10,43.69
3/21/2007,28658.90,43.28
3/22/2007,28996.30,43.53
3/23/2007,28596.10,43.38
3/26/2007,28706.20,43.20
3/27/2007,28640.60,43.01
3/28/2007,28693.60,42.78
3/29/2007,28928.70,43.39
3/30/2007,28763.00,43.12
4/2/2007,28610.80,43.11
4/3/2007,28605.90,42.83
4/4/2007,28953.80,42.87
4/5/2007,28910.00,42.72
4/6/2007,28910.00,42.67
4/9/2007,28901.60,42.69
4/10/2007,29016.40,42.68
4/11/2007,29077.80,42.70
4/12/2007,29016.80,42.68
4/13/2007,28984.60,42.44
4/16/2007,28784.90,41.78
4/17/2007,28878.80,41.71
4/18/2007,28934.40,41.86
4/19/2007,28689.20,41.92
4/20/2007,28876.30,41.60
4/23/2007,28705.00,41.50
4/24/2007,28344.90,40.76
4/25/2007,27979.00,40.64
4/26/2007,27525.70,40.68
4/27/2007,27838.50,40.80
4/30/2007,27885.60,41.05
5/1/2007,27743.90,41.02
5/2/2007,27590.10,41.05
5/3/2007,27719.70,40.84
5/4/2007,28144.40,40.65
5/7/2007,28158.10,40.56
5/8/2007,27941.30,40.65
5/9/2007,27951.80,40.69
5/10/2007,27771.80,41.18
5/11/2007,27572.80,40.75
5/14/2007,27394.40,40.61
5/15/2007,27374.90,40.54
5/16/2007,27230.80,40.60
5/17/2007,26834.80,40.60
5/18/2007,26736.60,40.30
5/21/2007,26757.60,40.43
5/22/2007,26864.00,40.24
5/23/2007,26852.70,40.28
5/24/2007,26757.70,40.44
5/25/2007,26599.30,40.29
5/28/2007,26599.30,40.41
5/29/2007,26732.80,40.20
5/30/2007,26670.50,40.59
5/31/2007,26762.80,40.38
6/1/2007,27009.90,40.27
6/4/2007,27199.70,40.21
6/5/2007,27212.50,40.30
6/6/2007,27246.70,40.43
6/7/2007,27221.50,40.63
6/8/2007,26953.70,40.72
6/11/2007,26529.00,40.57
6/12/2007,26375.40,40.50
6/13/2007,26534.20,40.64
6/14/2007,26721.20,40.62
6/15/2007,26685.70,40.62
6/18/2007,26743.20,40.54
6/19/2007,26786.90,40.59
6/20/2007,26801.30,40.76
6/21/2007,26485.10,40.57
6/22/2007,26606.90,40.61
6/25/2007,26592.90,40.78
6/26/2007,26488.20,40.84
6/27/2007,26330.90,40.90
6/28/2007,26430.50,40.70
6/29/2007,26493.20,40.53
7/2/2007,26618.90,40.44
7/3/2007,26526.60,40.44
7/4/2007,26460.40,40.43
7/5/2007,26321.60,40.35
7/6/2007,26238.70,40.19
7/9/2007,26736.00,40.25
7/10/2007,26724.40,40.26
7/11/2007,26788.50,40.31
7/12/2007,27027.00,40.30
7/13/2007,26943.30,40.28
7/16/2007,26889.80,40.25
7/17/2007,26903.30,40.27
7/18/2007,26940.00,40.31
7/19/2007,27212.70,40.26
7/20/2007,27484.50,40.20
7/23/2007,27476.10,40.13
7/24/2007,27563.60,40.14
7/25/2007,27229.50,40.22
7/26/2007,27031.10,40.23
7/27/2007,26763.50,40.40
7/30/2007,26825.50,40.29
7/31/2007,26874.60,40.19
8/1/2007,26932.90,40.27
8/2/2007,26929.80,40.12
8/3/2007,27053.00,40.25
8/6/2007,27130.30,40.17
8/7/2007,26997.20,40.22
8/8/2007,27378.00,40.32
8/9/2007,26851.90,40.38
8/10/2007,27169.50,40.48
8/13/2007,27171.30,40.43
8/14/2007,27235.30,40.58
8/15/2007,27190.40,40.56
8/16/2007,27394.00,41.17
8/17/2007,27167.90,41.08
8/20/2007,27079.10,40.99
8/21/2007,27013.40,41.03
8/22/2007,26970.30,40.70
8/23/2007,27123.80,40.91
8/24/2007,27158.90,40.83
8/27/2007,27111.40,40.90
8/28/2007,27419.20,40.98
8/29/2007,27307.30,40.97
8/30/2007,27415.90,41.05
8/31/2007,27468.00,40.64
9/3/2007,27474.70,40.69
9/4/2007,27815.20,40.78
9/5/2007,27846.00,40.81
9/6/2007,28073.10,40.62
9/7/2007,28523.70,40.50
9/10/2007,28595.50,40.50
9/11/2007,28565.60,40.48
9/12/2007,28552.40,40.35
9/13/2007,28500.50,40.26
9/14/2007,28983.50,40.36
9/17/2007,29159.00,40.47
9/18/2007,28936.60,40.29
9/19/2007,29154.60,39.82
9/20/2007,29295.50,39.83
9/21/2007,29413.70,39.72
9/24/2007,29032.10,39.52
9/25/2007,28950.60,39.54
9/26/2007,29173.20,39.59
9/27/2007,29061.50,39.62
9/28/2007,29606.70,39.66
10/1/2007,29588.60,39.67
10/2/2007,29130.30,39.68
10/3/2007,28903.30,39.39
10/4/2007,28646.40,39.46
10/5/2007,29100.40,39.22
10/8/2007,28951.90,39.41
10/9/2007,29029.70,39.24
10/10/2007,29142.20,39.14
10/11/2007,29437.60,39.14
10/12/2007,29500.30,39.17
10/15/2007,29828.50,39.21
10/16/2007,29781.00,39.24
10/17/2007,30155.00,39.36
10/18/2007,30405.50,39.52
10/19/2007,30317.80,39.59
10/22/2007,29967.40,39.70
10/23/2007,30022.90,39.59
10/24/2007,29985.60,39.52
10/25/2007,30358.50,39.36
10/26/2007,30737.50,39.31
10/29/2007,31086.60,39.35
10/30/2007,30840.50,39.31
10/31/2007,31045.90,39.20
11/1/2007,31066.70,39.23
11/2/2007,31314.40,39.22
11/5/2007,31638.70,39.19
11/6/2007,32334.50,39.24
11/7/2007,32800.00,39.17
11/8/2007,33080.50,39.14
11/9/2007,32702.90,39.12
11/12/2007,31629.80,39.24
11/13/2007,31707.60,39.23
11/14/2007,31986.80,39.19
11/15/2007,31208.20,39.13
11/16/2007,31056.90,39.08
11/19/2007,30640.00,39.25
11/20/2007,31310.90,39.24
11/21/2007,31436.00,39.28
11/22/2007,31756.50,39.48
11/23/2007,32367.50,39.68
11/26/2007,33036.10,39.59
11/27/2007,32251.60,39.67
11/28/2007,31913.70,39.57
11/29/2007,31585.30,39.63
11/30/2007,31046.20,39.52
12/3/2007,30974.00,39.40
12/4/2007,31441.40,39.32
12/5/2007,31315.60,39.33
12/6/2007,31651.20,39.42
12/7/2007,31224.50,39.32
12/10/2007,31905.20,39.31
12/11/2007,31828.40,39.32
12/12/2007,32055.30,39.32
12/13/2007,31547.60,39.40
12/14/2007,31062.90,39.32
12/17/2007,31270.20,39.55
12/18/2007,31804.10,39.49
12/19/2007,31666.10,39.58
12/20/2007,31448.20,39.50
12/21/2007,32051.20,39.35
12/24/2007,31970.20,39.40
12/25/2007,31970.20,39.40
12/26/2007,31954.00,39.41
12/27/2007,32679.20,39.43
12/28/2007,32870.60,39.42
12/31/2007,32862.30,39.41
1/1/2008,32862.30,39.42
1/2/2008,33389.50,39.32
1/3/2008,33845.10,39.23
1/4/2008,33631.40,39.32
1/7/2008,33768.50,39.26
1/8/2008,34306.70,39.14
1/9/2008,34452.90,39.18
1/10/2008,34742.20,39.18
1/11/2008,35018.10,39.17
1/14/2008,35435.10,39.30
1/15/2008,35853.50,39.26
1/16/2008,34962.70,39.21
1/17/2008,34917.10,39.17
1/18/2008,34662.60,39.21
1/21/2008,34466.70,39.39
1/22/2008,34549.40,39.39
1/23/2008,35161.40,39.53
1/24/2008,35874.50,39.26
1/25/2008,36149.20,39.34
1/28/2008,36303.10,39.23
1/29/2008,36411.40,39.30
1/30/2008,36199.40,39.30
1/31/2008,36353.00,39.28
2/1/2008,36000.00,39.24
2/4/2008,35254.00,39.26
2/5/2008,35109.50,39.41
2/6/2008,35686.60,39.50
2/7/2008,35567.10,39.52
2/8/2008,36311.00,39.61
2/11/2008,36444.60,39.67
2/12/2008,36372.80,39.59
2/13/2008,35753.20,39.75
2/14/2008,35891.20,39.60
2/15/2008,36205.30,39.66
2/18/2008,35931.30,39.61
2/19/2008,36881.50,39.82
2/20/2008,36988.60,40.12
2/21/2008,37732.40,39.84
2/22/2008,37776.60,40.02
2/25/2008,37477.20,39.91
2/26/2008,37391.00,39.90
2/27/2008,38173.70,39.69
2/28/2008,38270.00,39.87
2/29/2008,38874.60,39.92
3/3/2008,39915.60,40.29
3/4/2008,39701.20,40.22
3/5/2008,39267.50,40.20
3/6/2008,39284.60,40.14
3/7/2008,39410.60,40.43
3/10/2008,39244.90,40.40
3/11/2008,39241.30,40.36
3/12/2008,39341.90,40.24
3/13/2008,40234.80,40.44
3/14/2008,40581.50,40.46
3/17/2008,41183.20,40.69
3/18/2008,40779.40,40.21
3/19/2008,38747.40,40.36
3/20/2008,37423.40,40.26
3/21/2008,37423.40,39.87
3/24/2008,37273.00,40.13
3/25/2008,37181.20,40.11
3/26/2008,38012.00,40.16
3/27/2008,37976.50,40.08
3/28/2008,37267.20,39.87
3/31/2008,37452.00,40.03
4/1/2008,35616.50,39.89
4/2/2008,35577.70,39.94
4/3/2008,35898.10,39.95
4/4/2008,36179.20,39.86
4/7/2008,37027.60,39.87
4/8/2008,36613.70,40.01
4/9/2008,36670.80,39.91
4/10/2008,37069.00,39.88
4/11/2008,37068.20,39.84
4/14/2008,37018.30,39.87
4/15/2008,37157.50,39.88
4/16/2008,37757.50,39.84
4/17/2008,37767.60,39.78
4/18/2008,36280.50,39.76
4/21/2008,36721.60,39.87
4/22/2008,36686.50,39.94
4/23/2008,35990.30,39.98
4/24/2008,35976.70,40.08
4/25/2008,35758.10,40.07
4/28/2008,35766.90,40.07
4/29/2008,35615.80,40.28
4/30/2008,35288.60,40.46
5/1/2008,34533.70,40.46
5/2/2008,34683.70,40.56
5/5/2008,34657.20,40.67
5/6/2008,36031.60,40.97
5/7/2008,35906.50,41.26
5/8/2008,36627.90,41.67
5/9/2008,36428.50,41.57
5/12/2008,37153.40,42.04
5/13/2008,36425.10,42.09
5/14/2008,36778.60,42.35
5/15/2008,37673.40,42.71
5/16/2008,38162.90,42.41
5/19/2008,38562.50,42.39
5/20/2008,38962.30,42.51
5/21/2008,39536.70,42.74
5/22/2008,39636.70,42.84
5/23/2008,39608.90,42.55
5/26/2008,39627.40,42.62
5/27/2008,38958.50,42.87
5/28/2008,38568.30,42.64
5/29/2008,37779.10,42.54
5/30/2008,37604.50,42.16
6/2/2008,37666.20,42.40
6/3/2008,37469.20,42.51
6/4/2008,37791.70,42.61
6/5/2008,37702.80,42.84
6/6/2008,37993.20,42.67
6/9/2008,38413.30,42.82
